month_date,license_class,trips_per_day,farebox_per_day,unique_drivers,unique_vehicles,vehicles_per_day,avg_days_vehicles_on_road,avg_hours_per_day_per_vehicle,avg_days_drivers_on_road,avg_hours_per_day_per_driver,avg_minutes_per_trip,percent_of_trips_paid_with_credit_card,trips_per_day_shared,date,month_year1,trips_per_month,farebox_per_month,week,trips_per_week,year,farebox_per_week,total_trips_per_day,shared_trips_per_day_percent,farebox_per_trip,farebox_per_vehicle
2014-06-28,Green,44590,616892,6158,5069,4040,23.9,6.7,20.7,6.4,13.2,0.41,0,2014-06,2014-06,1337700,18506760,25,312130,2014,4318244,44590,0.0,13.834761157210137,3650.968632866443
2014-07-28,Green,41094,560319,6180,5130,3958,23.9,6.4,20.8,6.1,12.7,0.42,0,2014-07,2014-07,1273914,17369889,30,287658,2014,3922233,41094,0.0,13.635056212585779,3385.943274853801
2014-08-28,Green,43381,595477,6249,5136,3989,24.1,6.7,20.7,6.4,12.8,0.42,0,2014-08,2014-08,1344811,18459787,34,303667,2014,4168339,43381,0.0,13.726677577741407,3594.1952881619936
2014-09-28,Green,45394,623638,6311,5202,4153,23.9,6.7,20.6,6.4,13.2,0.44,0,2014-09,2014-09,1361820,18709140,38,317758,2014,4365466,45394,0.0,13.738335462836499,3596.5282583621683
2014-10-28,Green,48100,649348,6488,5347,4280,24.8,6.8,21.3,6.5,13.1,0.45,0,2014-10,2014-10,1491100,20129788,43,336700,2014,4545436,48100,0.0,13.49995841995842,3764.6882363942395
2014-11-28,Green,51600,684927,6622,5558,4499,24.3,6.9,21.3,6.6,13.0,0.45,0,2014-11,2014-11,1548000,20547810,47,361200,2014,4794489,51600,0.0,13.273779069767443,3696.9791291831593
2014-12-28,Green,53078,701885,6933,5812,4651,24.8,6.8,21.7,6.5,12.9,0.44,0,2014-12,2014-12,1645418,21758435,51,371546,2014,4913195,53078,0.0,13.223651983872792,3743.7087061252582
2015-01-28,Green,48659,673523,6919,5897,4498,23.6,6.6,21.0,6.3,12.1,0.45,0,2015-01,2015-01,1508429,20879213,04,340613,2015,4714661,48659,0.0,13.841694239503484,3540.6499915211125
2015-02-28,Green,56242,798649,6880,5984,4723,22.1,6.9,20.0,6.6,12.9,0.45,0,2015-02,2015-02,1574776,22362172,08,393694,2015,5590543,56242,0.0,14.200224031862309,3736.9939839572194
2015-03-28,Green,55567,793672,7254,6221,4835,24.1,6.7,21.5,6.5,13.0,0.45,0,2015-03,2015-03,1722577,24603832,12,388969,2015,5555704,55567,0.0,14.283153670343909,3954.964153673043
2015-04-28,Green,55473,805698,7388,6378,5032,23.7,6.7,21.2,6.4,13.0,0.46,0,2015-04,2015-04,1664190,24170940,17,388311,2015,5639886,55473,0.0,14.524146882267049,3789.736594543744
2015-05-28,Green,57637,862099,7513,6508,5177,24.7,6.8,22.2,6.5,13.6,0.46,0,2015-05,2015-05,1786747,26725069,21,403459,2015,6034693,57637,0.0,14.957388483092458,4106.494929317762
2015-06-28,Green,54628,801215,7483,6539,5196,23.8,6.5,21.6,6.3,13.3,0.45,0,2015-06,2015-06,1638840,24036450,25,382396,2015,5608505,54628,0.0,14.666745991066852,3675.8602232757303
2015-07-28,Green,49730,681299,7321,6473,4981,23.9,6.3,21.7,6.1,13.0,0.45,0,2015-07,2015-07,1541630,21120269,30,348110,2015,4769093,49730,0.0,13.699959782827268,3262.8254287038467
2015-08-28,Green,49429,678711,7215,6404,4911,23.8,6.4,21.8,6.2,12.8,0.46,0,2015-08,2015-08,1532299,21040041,34,346003,2015,4750977,49429,0.0,13.731028343684882,3285.452998126171
2015-09-28,Green,49830,687469,7181,6403,4932,23.1,6.4,21.2,6.2,13.2,0.47,0,2015-09,2015-09,1494900,20624070,39,348810,2015,4812283,49830,0.0,13.796287377082079,3221.001093237545
2015-10-28,Green,52598,716779,7157,6396,5083,24.6,6.5,22.7,6.3,13.3,0.48,0,2015-10,2015-10,1630538,22220149,43,368186,2015,5017453,52598,0.0,13.627495342028213,3474.069574734209
2015-11-28,Green,50999,685908,7132,6342,5036,23.8,6.4,21.8,6.2,12.9,0.49,0,2015-11,2015-11,1529970,20577240,47,356993,2015,4801356,50999,0.0,13.449440185101668,3244.597918637654
2015-12-28,Green,51880,700319,7120,6342,5030,24.6,6.4,22.5,6.3,12.9,0.48,0,2015-12,2015-12,1608280,21709889,52,363160,2015,4902233,51880,0.0,13.498824209714726,3423.1928413749606
2016-01-28,Green,46621,613966,6994,6253,4648,23.0,6.3,21.2,6.1,12.5,0.49,0,2016-01,2016-01,1445251,19032946,04,326347,2016,4297762,46621,0.0,13.16930138778662,3043.8103310411
2016-02-28,Green,52093,676135,6871,6165,4843,22.8,6.5,21.1,6.3,12.3,0.5,0,2016-02,2016-02,1510697,19607915,08,364651,2016,4732945,52093,0.0,12.97938302651028,3180.521492295215
2016-03-28,Green,50850,673269,6816,6043,4768,24.5,6.5,22.3,6.3,12.6,0.5,0,2016-03,2016-03,1576350,20871339,13,355950,2016,4712883,50850,0.0,13.240294985250738,3453.80423630647
2016-04-28,Green,51458,692778,6770,6021,4789,23.9,6.6,21.9,6.4,13.0,0.51,0,2016-04,2016-04,1543740,20783340,17,360206,2016,4849446,51458,0.0,13.462979517276226,3451.808669656203
2016-05-28,Green,49573,681032,6672,6008,4730,24.4,6.5,22.6,6.3,13.5,0.5,0,2016-05,2016-05,1536763,21111992,21,347011,2016,4767224,49573,0.0,13.737962197163778,3513.9800266311586
2016-06-28,Green,46817,645016,6582,5959,4711,23.7,6.2,22.1,6.1,13.5,0.49,0,2016-06,2016-06,1404510,19350480,26,327719,2016,4515112,46817,0.0,13.777388555439263,3247.2696761201546
2016-07-28,Green,42979,589602,6471,5868,4408,23.3,6.2,21.7,6.0,13.0,0.5,0,2016-07,2016-07,1332349,18277662,30,300853,2016,4127214,42979,0.0,13.7183740896717,3114.8026584867075
2016-08-28,Green,40241,547786,6359,5774,4329,23.2,6.0,21.7,5.9,12.9,0.49,0,2016-08,2016-08,1247471,16981366,34,281687,2016,3834502,40241,0.0,13.612633880867772,2941.0055420852095
2016-09-28,Green,38741,529544,6341,5690,4272,22.5,5.8,20.7,5.7,13.4,0.49,0,2016-09,2016-09,1162230,15886320,39,271187,2016,3706808,38741,0.0,13.66882630804574,2791.9718804920913
2016-10-28,Green,40405,540913,6215,5604,4331,24.0,5.9,22.1,5.8,13.0,0.5,0,2016-10,2016-10,1252555,16768303,43,282835,2016,3786391,40405,0.0,13.38727880212845,2992.202533904354
2016-11-28,Green,38272,501128,6065,5513,4258,23.2,5.8,21.6,5.7,12.8,0.49,0,2016-11,2016-11,1148160,15033840,48,267904,2016,3507896,38272,0.0,13.093854515050166,2726.979865771812
2016-12-28,Green,39488,508205,5935,5399,4166,23.9,6.0,22.4,5.8,12.4,0.48,0,2016-12,2016-12,1224128,15754355,52,276416,2016,3557435,39488,0.0,12.869859197730957,2918.0135210224116
2017-01-28,Green,34497,431323,5751,5277,3918,23.0,5.7,21.7,5.5,11.8,0.49,0,2017-01,2017-01,1069407,13371013,04,241479,2017,3019261,34497,0.0,12.503203177087864,2533.8285010422587
2017-02-28,Green,36509,461734,5533,5089,3895,21.4,5.9,20.2,5.8,12.1,0.5,0,2017-02,2017-02,1022252,12928552,09,255563,2017,3232138,36509,0.0,12.647128105398668,2540.489683631362
2017-03-28,Green,37341,473888,5357,4923,3789,23.9,6.1,22.5,5.9,12.4,0.49,0,2017-03,2017-03,1157571,14690528,13,261387,2017,3317216,37341,0.0,12.690822420395811,2984.060125939468
2017-04-28,Green,36024,465532,5337,4844,3803,23.6,6.0,22.0,5.8,12.5,0.5,0,2017-04,2017-04,1080720,13965960,17,252168,2017,3258724,36024,0.0,12.922829224961138,2883.146160198183
2017-05-28,Green,34174,449352,5302,4823,3740,24.0,5.8,22.4,5.7,13.1,0.5,0,2017-05,2017-05,1059394,13929912,21,239218,2017,3145464,34174,0.0,13.14894364136478,2888.2255857350196
2017-06-28,Green,32544,432850,5072,4686,3629,23.2,5.7,22.0,5.6,13.2,0.5,0,2017-06,2017-06,976320,12985500,26,227808,2017,3029950,32544,0.0,13.30045476892822,2771.1267605633802
2017-07-28,Green,29503,391767,4969,4579,3463,23.4,5.7,22.2,5.5,12.6,0.5,0,2017-07,2017-07,914593,12144777,30,206521,2017,2742369,29503,0.0,13.278886892858353,2652.2771347455778
2017-08-28,Green,27976,373385,4769,4384,3347,23.7,5.6,22.3,5.5,12.6,0.5,0,2017-08,2017-08,867256,11574935,35,195832,2017,2613695,27976,0.0,13.346618530168715,2640.268020072993
2017-09-28,Green,29409,402289,4693,4320,3337,23.2,5.8,21.9,5.7,13.3,0.51,0,2017-09,2017-09,882270,12068670,39,205863,2017,2816023,29409,0.0,13.679111836512632,2793.6736111111113
2017-10-28,Green,29858,401160,4723,4287,3390,24.5,5.9,22.8,5.7,13.4,0.53,0,2017-10,2017-10,925598,12435960,43,209006,2017,2808120,29858,0.0,13.435595150378457,2900.853743876837
2017-11-28,Green,29136,386722,4601,4199,3320,23.7,5.8,22.2,5.7,13.2,0.53,0,2017-11,2017-11,874080,11601660,48,203952,2017,2707054,29136,0.0,13.272995606809445,2762.9578471064538
2017-12-28,Green,29223,383355,4497,4117,3200,24.1,5.9,22.6,5.8,13.0,0.51,0,2017-12,2017-12,905913,11884005,52,204561,2017,2683485,29223,0.0,13.118263012011088,2886.5691037162983
2018-01-28,Green,25564,331105,4377,4021,2983,23.0,5.7,21.6,5.5,12.8,0.53,0,2018-01,2018-01,792484,10264255,04,178948,2018,2317735,25564,0.0,12.952002816460649,2552.662273066401
2018-02-28,Green,27461,360001,4260,3920,3058,21.8,5.9,20.6,5.7,12.9,0.55,0,2018-02,2018-02,768908,10080028,09,192227,2018,2520007,27461,0.0,13.109537161793089,2571.4357142857143
2018-03-28,Green,26967,374253,4145,3773,2961,24.3,5.9,22.7,5.8,13.9,0.55,0,2018-03,2018-03,835977,11601843,13,188769,2018,2619771,26967,0.0,13.87818444765825,3074.9650145772594
2018-04-28,Green,26642,384918,4081,3746,2976,23.8,5.9,22.4,5.8,14.5,0.56,0,2018-04,2018-04,799260,11547540,17,186494,2018,2694426,26642,0.0,14.447789205014638,3082.632140950347
2018-05-28,Green,25693,386965,4057,3707,2949,24.7,5.8,23.1,5.7,15.5,0.57,0,2018-05,2018-05,796483,11995915,22,179851,2018,2708755,25693,0.0,15.06110613785856,3236.0169948745615
2018-06-28,Green,24610,374454,3976,3653,2858,23.5,5.8,22.1,5.6,15.5,0.56,0,2018-06,2018-06,738300,11233620,26,172270,2018,2621178,24610,0.0,15.215522145469322,3075.176567205037
2018-07-28,Green,22048,331003,3909,3588,2754,23.8,5.5,22.4,5.4,14.8,0.56,0,2018-07,2018-07,683488,10261093,30,154336,2018,2317021,22048,0.0,15.012835631349782,2859.8363991081383
2018-08-28,Green,21468,326276,3788,3507,2646,23.4,5.6,22.1,5.5,15.0,0.6,0,2018-08,2018-08,665508,10114556,35,150276,2018,2283932,21468,0.0,15.198248555990311,2884.1049329911607
2018-09-28,Green,22193,345939,3806,3503,2721,23.3,5.6,21.9,5.5,15.8,0.58,0,2018-09,2018-09,665790,10378170,39,155351,2018,2421573,22193,0.0,15.587752895057,2962.652012560662
2018-10-28,Green,22889,360292,3827,3523,2796,24.6,5.7,23.2,5.6,16.3,0.6,0,2018-10,2018-10,709559,11169052,43,160223,2018,2522044,22889,0.0,15.740836209532963,3170.3241555492477
2018-11-28,Green,21858,344302,3767,3490,2742,23.6,5.5,22.3,5.4,16.4,0.61,0,2018-11,2018-11,655740,10329060,48,153006,2018,2410114,21858,0.0,15.75176136883521,2959.6160458452723
2018-12-28,Green,22083,341294,3777,3468,2720,24.3,5.6,22.9,5.4,15.7,0.59,0,2018-12,2018-12,684573,10580114,52,154581,2018,2389058,22083,0.0,15.45505592537246,3050.782583621684
2019-01-28,Green,20327,309210,3705,3442,2642,23.8,5.4,22.6,5.3,15.0,0.62,0,2019-01,2019-01,630137,9585510,04,142289,2019,2164470,20327,0.0,15.211787278004625,2784.86635676932
2019-02-28,Green,20481,325509,3626,3385,2651,21.9,5.4,20.9,5.3,15.7,0.62,0,2019-02,2019-02,573468,9114252,08,143367,2019,2278563,20481,0.0,15.893218104584736,2692.541211225997
2019-03-28,Green,19318,305302,3586,3296,2524,23.7,5.4,22.3,5.2,15.8,0.6,0,2019-03,2019-03,598858,9464362,12,135226,2019,2137114,19318,0.0,15.804016978983332,2871.4690533980583
2019-04-28,Green,17080,249506,3508,3249,2423,22.4,4.9,21.2,4.8,14.3,0.57,0,2019-04,2019-04,512400,7485180,16,119560,2019,1746542,17080,0.0,14.60807962529274,2303.841181902124
2019-05-28,Green,16248,243583,3393,3170,2351,23.0,4.8,22.0,4.7,15.1,0.56,0,2019-05,2019-05,503688,7551073,21,113736,2019,1705081,16248,0.0,14.991568193008371,2382.041955835962
2019-06-28,Green,15690,235578,3292,3080,2216,21.6,5.0,20.7,4.8,15.0,0.55,0,2019-06,2019-06,470700,7067340,25,109830,2019,1649046,15690,0.0,15.01453154875717,2294.590909090909
2019-07-28,Green,13969,205934,3179,2985,2125,22.1,4.7,21.1,4.6,14.2,0.55,0,2019-07,2019-07,433039,6383954,29,97783,2019,1441538,13969,0.0,14.74221490443124,2138.678056951424
2019-08-28,Green,12866,188318,3033,2841,2011,22.0,4.6,20.9,4.6,13.9,0.54,0,2019-08,2019-08,398846,5837858,34,90062,2019,1318226,12866,0.0,14.636872376807089,2054.860260471665
2019-09-28,Green,12985,190621,3033,2856,2048,21.5,4.6,20.6,4.5,14.3,0.55,0,2019-09,2019-09,389550,5718630,38,90895,2019,1334347,12985,0.0,14.68009241432422,2002.3214285714287
2019-10-28,Green,12470,178014,3004,2818,1990,21.9,4.5,21.0,4.4,14.0,0.56,0,2019-10,2019-10,386570,5518434,43,87290,2019,1246098,12470,0.0,14.275380914194066,1958.2803406671399
2019-11-28,Green,12068,170328,2969,2781,1904,20.5,4.5,19.7,4.4,13.8,0.55,0,2019-11,2019-11,362040,5109840,47,84476,2019,1192296,12068,0.0,14.114020550215447,1837.411003236246
2019-12-28,Green,11598,162078,2904,2731,1834,20.8,4.4,20.0,4.4,13.6,0.53,0,2019-12,2019-12,359538,5024418,51,81186,2019,1134546,11598,0.0,13.97465080186239,1839.772244599048
2020-01-28,Green,13446,236992,2876,2703,1997,22.9,5.0,22.0,4.9,15.3,0.44,0,2020-01,2020-01,416826,7346752,04,94122,2020,1658944,13446,0.0,17.62546482225197,2717.999260081391
2020-02-28,Green,13743,240822,2843,2674,2006,21.8,5.0,20.9,4.9,15.4,0.44,0,2020-02,2020-02,398547,6983838,08,96201,2020,1685754,13743,0.0,17.52324819908317,2611.756918474196
2020-03-28,Green,7205,113973,2692,2560,1248,15.1,4.4,14.7,4.3,15.2,0.63,0,2020-03,2020-03,223355,3533163,12,50435,2020,797811,7205,0.0,15.818598195697433,1380.141796875
2020-04-28,Green,1186,22495,669,669,278,12.5,3.4,12.6,3.4,14.5,0.66,0,2020-04,2020-04,35580,674850,17,8302,2020,157465,1186,0.0,18.967116357504217,1008.7443946188341
2020-05-28,Green,1850,38440,830,819,405,15.3,3.7,15.3,3.7,16.5,0.73,0,2020-05,2020-05,57350,1191640,21,12950,2020,269080,1850,0.0,20.778378378378378,1454.993894993895
2020-06-28,Green,2103,46850,856,850,408,14.4,4.1,14.5,4.0,17.5,0.71,0,2020-06,2020-06,63090,1405500,25,14721,2020,327950,2103,0.0,22.27769852591536,1653.5294117647059
2020-07-28,Green,2330,54821,937,925,430,14.4,4.3,14.4,4.2,18.1,0.73,0,2020-07,2020-07,72230,1699451,30,16310,2020,383747,2330,0.0,23.528326180257512,1837.2443243243242
2020-08-28,Green,2614,62686,1142,1127,544,15.0,4.0,15.0,3.9,18.7,0.74,0,2020-08,2020-08,81034,1943266,34,18298,2020,438802,2614,0.0,23.98087222647284,1724.282165039929
2020-09-28,Green,2932,66854,1123,1100,575,15.7,4.1,15.5,4.1,18.6,0.76,0,2020-09,2020-09,87960,2005620,39,20524,2020,467978,2932,0.0,22.80150068212824,1823.290909090909
2020-10-28,Green,3067,68559,1137,1117,605,16.8,4.1,16.7,4.1,18.4,0.76,0,2020-10,2020-10,95077,2125329,43,21469,2020,479913,3067,0.0,22.353765895011414,1902.711727842435
2020-11-28,Green,2953,66505,1137,1106,610,16.6,4.0,16.4,3.9,18.2,0.77,0,2020-11,2020-11,88590,1995150,47,20671,2020,465535,2953,0.0,22.521164917033524,1803.9330922242314
2020-12-28,Green,2681,60329,1095,1087,560,16.0,3.9,16.0,3.9,18.1,0.76,0,2020-12,2020-12,83111,1870199,52,18767,2020,422303,2681,0.0,22.50242446848191,1720.5142594296228
2021-01-28,Green,2467,56409,991,982,491,15.5,4.1,15.5,4.0,17.4,0.79,0,2021-01,2021-01,76477,1748679,04,17269,2021,394863,2467,0.0,22.865423591406568,1780.7321792260693
2021-02-28,Green,2305,52276,904,881,446,14.2,4.1,13.9,4.1,18.8,0.79,0,2021-02,2021-02,64540,1463728,08,16135,2021,365932,2305,0.0,22.67939262472885,1661.4392735527808
2021-03-28,Green,2703,62408,951,931,482,16.1,4.4,15.9,4.4,18.9,0.79,0,2021-03,2021-03,83793,1934648,12,18921,2021,436856,2703,0.0,23.088420273769884,2078.032223415682
2021-04-28,Green,2896,67873,953,927,515,16.7,4.4,16.4,4.3,20.1,0.78,0,2021-04,2021-04,86880,2036190,17,20272,2021,475111,2896,0.0,23.436809392265193,2196.537216828479
2021-05-28,Green,2843,65575,979,951,517,16.9,4.3,16.5,4.2,20.0,0.78,0,2021-05,2021-05,88133,2032825,21,19901,2021,459025,2843,0.0,23.065423848047836,2137.565720294427
2021-06-28,Green,2891,65833,1002,976,531,16.3,4.2,16.1,4.2,20.5,0.75,0,2021-06,2021-06,86730,1974990,26,20237,2021,460831,2891,0.0,22.771705292286406,2023.5553278688524
2021-07-28,Green,2698,63047,983,950,508,16.6,4.1,16.2,4.1,20.1,0.75,0,2021-07,2021-07,83638,1954457,30,18886,2021,441329,2698,0.0,23.368050407709415,2057.323157894737
2021-08-28,Green,2693,63670,944,926,509,17.1,4.1,16.9,4.1,20.0,0.75,0,2021-08,2021-08,83483,1973770,34,18851,2021,445690,2693,0.0,23.64277757148162,2131.501079913607
2021-09-28,Green,3190,77261,1214,1171,639,16.4,4.0,16.0,3.9,21.5,0.74,0,2021-09,2021-09,95700,2317830,39,22330,2021,540827,3190,0.0,24.21974921630094,1979.3595217762595
2021-10-28,Green,3574,82093,1311,1251,736,18.3,3.9,17.6,3.8,21.0,0.73,0,2021-10,2021-10,110794,2544883,43,25018,2021,574651,3574,0.0,22.969501958589817,2034.278976818545
2021-11-28,Green,3607,82076,1312,1270,741,17.5,3.9,17.2,3.8,20.6,0.73,0,2021-11,2021-11,108210,2462280,47,25249,2021,574532,3607,0.0,22.75464374826726,1938.8031496062993
2021-12-28,Green,3223,70840,1299,1232,705,17.8,3.6,17.1,3.6,19.5,0.69,0,2021-12,2021-12,99913,2196040,52,22561,2021,495880,3223,0.0,21.97952218430034,1782.5
2022-01-28,Green,2016,32510,1162,1136,523,14.3,3.1,14.2,3.0,14.3,0.65,0,2022-01,2022-01,62496,1007810,04,14112,2022,227570,2016,0.0,16.125992063492063,887.1566901408451
2022-02-28,Green,2477,40475,1121,1085,565,14.6,3.4,14.3,3.3,15.1,0.66,0,2022-02,2022-02,69356,1133300,09,17339,2022,283325,2477,0.0,16.340331045619703,1044.516129032258
2022-03-28,Green,2531,42436,1133,1104,553,15.5,3.5,15.4,3.4,15.4,0.66,0,2022-03,2022-03,78461,1315516,13,17717,2022,297052,2531,0.0,16.766495456341367,1191.590579710145
2022-04-28,Green,2536,43591,1057,1027,545,15.9,3.5,15.7,3.5,15.9,0.67,0,2022-04,2022-04,76080,1307730,17,17752,2022,305137,2536,0.0,17.188880126182966,1273.3495618305744
2022-05-28,Green,2480,44850,1065,1027,531,16.0,3.6,15.6,3.5,16.7,0.69,0,2022-05,2022-05,76880,1390350,21,17360,2022,313950,2480,0.0,18.08467741935484,1353.7974683544303
2022-06-28,Green,2451,44572,1038,1002,526,15.8,3.6,15.4,3.6,16.8,0.69,0,2022-06,2022-06,73530,1337160,26,17157,2022,312004,2451,0.0,18.185230518155855,1334.491017964072
2022-07-28,Green,2070,37356,975,939,467,15.4,3.4,15.0,3.4,15.7,0.68,0,2022-07,2022-07,64170,1158036,30,14490,2022,261492,2070,0.0,18.046376811594204,1233.2651757188498
2022-08-28,Green,2126,38915,962,925,475,16.0,3.5,15.5,3.4,15.8,0.67,0,2022-08,2022-08,65906,1206365,34,14882,2022,272405,2126,0.0,18.304327375352774,1304.1783783783783
2022-09-28,Green,2300,43814,964,928,491,15.9,3.6,15.4,3.5,17.2,0.69,0,2022-09,2022-09,69000,1314420,39,16100,2022,306698,2300,0.0,19.049565217391304,1416.4008620689656
2022-10-28,Green,2236,39960,965,929,485,16.2,3.5,15.8,3.5,16.5,0.69,0,2022-10,2022-10,69316,1238760,43,15652,2022,279720,2236,0.0,17.871198568872988,1333.4337997847147
2022-11-28,Green,2076,35984,958,910,458,15.1,3.5,14.5,3.4,16.2,0.69,0,2022-11,2022-11,62280,1079520,48,14532,2022,251888,2076,0.0,17.333333333333332,1186.2857142857142
2022-12-28,Green,2336,45208,965,942,496,16.3,3.6,16.1,3.5,15.9,0.66,0,2022-12,2022-12,72416,1401448,52,16352,2022,316456,2336,0.0,19.352739726027398,1487.7367303609342
